2022-04-19 16:48:16 train.py[line:151] INFO YuiConfigPro(RANDOM_SEED=233, DATASET_DIR='D:/A日常/大学/毕业设计/dataset/maestro-v3.0.0/', DATAMETA_NAME='maestro-v3.0.0_tinymp3.csv', WORKSPACE='D:/A日常/大学/毕业设计/code/yui/', MAX_INPUTS_LENGTH=512, MAX_TARGETS_LENGTH=1024, PROGRAM_GRANULARITY='flat', SAMPLE_RATE=16000, FRAME_SIZE=128, HOP_WIDTH=128, NUM_MEL_BINS=256, FFT_SIZE=2048, MEL_LO_HZ=20.0, MEL_HI_HZ=8000.0, PAD_ID=0, ENCODED_EOS_ID=1, ENCODED_UNK_ID=2, EXTRA_IDS=100, DECODED_EOS_ID=-1, DECODED_INVALID_ID=-2, STEPS_PER_SECOND=100, MAX_SHIFT_SECONDS=10, NUM_VELOCITY_BINS=127, CUDA=True, BATCH_SIZE=4, NUM_WORKERS=3, NUM_EPOCHS=160, TRAIN_ITERATION=600, LEARNING_RATE=0.001, OVERFIT_PATIENCE=8)
2022-04-19 16:48:16 train.py[line:153] INFO Using GPU.
2022-04-19 16:48:16 train.py[line:154] INFO GPU number: 1
2022-04-19 16:48:16 train.py[line:177] INFO The model has 4,640,512 trainable parameters
2022-04-19 16:48:18 train.py[line:225] INFO resume training with epoch=20, lr=0.0007589217857457697
2022-04-19 16:48:18 train.py[line:254] INFO -------train loop starts, start_time=1650358098.071s-------
2022-04-19 16:48:34 train.py[line:78] INFO train: epoch=6, iteration=20, loss=4.851537704467773, lr=[tensor(0.0008, device='cuda:0')], in 16.636s
2022-04-19 16:59:23 train.py[line:78] INFO train: epoch=8, iteration=80, loss=4.135267734527588, lr=[tensor(0.0010, device='cuda:0')], in 3.651s
2022-04-19 16:59:26 train.py[line:78] INFO train: epoch=8, iteration=100, loss=1.2519311904907227, lr=[tensor(0.0010, device='cuda:0')], in 3.693s
2022-04-19 16:59:30 train.py[line:78] INFO train: epoch=8, iteration=120, loss=1.4980517625808716, lr=[tensor(0.0010, device='cuda:0')], in 3.690s
2022-04-19 16:59:34 train.py[line:78] INFO train: epoch=8, iteration=140, loss=2.3113009929656982, lr=[tensor(0.0010, device='cuda:0')], in 4.064s
2022-04-19 16:59:38 train.py[line:78] INFO train: epoch=8, iteration=160, loss=4.18233060836792, lr=[tensor(0.0010, device='cuda:0')], in 3.674s
2022-04-19 16:59:41 train.py[line:78] INFO train: epoch=8, iteration=180, loss=3.822643280029297, lr=[tensor(0.0010, device='cuda:0')], in 3.699s
2022-04-19 16:59:45 train.py[line:78] INFO train: epoch=8, iteration=200, loss=0.9376614093780518, lr=[tensor(0.0010, device='cuda:0')], in 3.682s
2022-04-19 16:59:49 train.py[line:78] INFO train: epoch=8, iteration=220, loss=1.8966212272644043, lr=[tensor(0.0010, device='cuda:0')], in 4.080s
2022-04-19 16:59:53 train.py[line:78] INFO train: epoch=8, iteration=240, loss=2.329134225845337, lr=[tensor(0.0010, device='cuda:0')], in 3.673s
2022-04-19 16:59:57 train.py[line:78] INFO train: epoch=8, iteration=260, loss=4.096757888793945, lr=[tensor(0.0010, device='cuda:0')], in 3.706s
2022-04-19 17:00:01 train.py[line:78] INFO train: epoch=8, iteration=280, loss=1.2000162601470947, lr=[tensor(0.0010, device='cuda:0')], in 4.057s
2022-04-19 17:00:04 train.py[line:78] INFO train: epoch=8, iteration=300, loss=1.454172968864441, lr=[tensor(0.0010, device='cuda:0')], in 3.677s
2022-04-19 17:00:08 train.py[line:78] INFO train: epoch=8, iteration=320, loss=2.235023021697998, lr=[tensor(0.0010, device='cuda:0')], in 3.680s
2022-04-19 17:00:12 train.py[line:78] INFO train: epoch=8, iteration=340, loss=4.136427879333496, lr=[tensor(0.0010, device='cuda:0')], in 3.704s
2022-04-19 17:00:15 train.py[line:78] INFO train: epoch=8, iteration=360, loss=3.8013484477996826, lr=[tensor(0.0010, device='cuda:0')], in 3.674s
2022-04-19 17:00:19 train.py[line:78] INFO train: epoch=8, iteration=380, loss=0.8686152100563049, lr=[tensor(0.0010, device='cuda:0')], in 3.676s
2022-04-19 17:00:23 train.py[line:78] INFO train: epoch=8, iteration=400, loss=1.780025839805603, lr=[tensor(0.0010, device='cuda:0')], in 4.016s
2022-04-19 17:00:27 train.py[line:78] INFO train: epoch=8, iteration=420, loss=2.27827525138855, lr=[tensor(0.0010, device='cuda:0')], in 4.083s
2022-04-19 17:00:31 train.py[line:78] INFO train: epoch=8, iteration=440, loss=4.050800800323486, lr=[tensor(0.0010, device='cuda:0')], in 3.940s
2022-04-19 17:00:35 train.py[line:78] INFO train: epoch=8, iteration=460, loss=1.1087610721588135, lr=[tensor(0.0010, device='cuda:0')], in 3.679s
2022-04-19 17:00:38 train.py[line:78] INFO train: epoch=8, iteration=480, loss=1.3307973146438599, lr=[tensor(0.0010, device='cuda:0')], in 3.673s
2022-04-19 17:00:42 train.py[line:78] INFO train: epoch=8, iteration=500, loss=2.1764299869537354, lr=[tensor(0.0010, device='cuda:0')], in 3.693s
2022-04-19 17:00:46 train.py[line:78] INFO train: epoch=8, iteration=520, loss=4.0651092529296875, lr=[tensor(0.0010, device='cuda:0')], in 3.675s
2022-04-19 17:00:49 train.py[line:78] INFO train: epoch=8, iteration=540, loss=3.740908145904541, lr=[tensor(0.0010, device='cuda:0')], in 3.670s
2022-04-19 17:00:53 train.py[line:78] INFO train: epoch=8, iteration=560, loss=0.8072196245193481, lr=[tensor(0.0010, device='cuda:0')], in 3.674s
2022-04-19 17:00:57 train.py[line:78] INFO train: epoch=8, iteration=580, loss=1.7992117404937744, lr=[tensor(0.0010, device='cuda:0')], in 4.320s
2022-04-19 17:01:01 train.py[line:78] INFO train: epoch=8, iteration=600, loss=2.1957643032073975, lr=[tensor(0.0010, device='cuda:0')], in 3.673s
2022-04-19 17:01:02 train.py[line:86] INFO -------train exits, epoch=8-------
2022-04-19 17:01:02 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 17:01:19 train.py[line:78] INFO train: epoch=8, iteration=20, loss=3.999001979827881, lr=[tensor(0.0010, device='cuda:0')], in 17.226s
2022-04-19 17:01:23 train.py[line:78] INFO train: epoch=8, iteration=40, loss=1.0298237800598145, lr=[tensor(0.0010, device='cuda:0')], in 4.128s
2022-04-19 17:01:27 train.py[line:78] INFO train: epoch=8, iteration=60, loss=1.4153876304626465, lr=[tensor(0.0010, device='cuda:0')], in 3.664s
2022-04-19 17:01:31 train.py[line:78] INFO train: epoch=8, iteration=80, loss=2.098757028579712, lr=[tensor(0.0010, device='cuda:0')], in 3.666s
2022-04-19 17:01:35 train.py[line:78] INFO train: epoch=8, iteration=100, loss=4.018505573272705, lr=[tensor(0.0010, device='cuda:0')], in 4.054s
2022-04-19 17:01:38 train.py[line:78] INFO train: epoch=8, iteration=120, loss=3.695488214492798, lr=[tensor(0.0010, device='cuda:0')], in 3.766s
2022-04-19 17:01:42 train.py[line:78] INFO train: epoch=8, iteration=140, loss=0.7919429540634155, lr=[tensor(0.0010, device='cuda:0')], in 3.664s
2022-04-19 17:01:46 train.py[line:78] INFO train: epoch=8, iteration=160, loss=1.7406842708587646, lr=[tensor(0.0010, device='cuda:0')], in 3.668s
2022-04-19 17:01:49 train.py[line:78] INFO train: epoch=8, iteration=180, loss=2.049872636795044, lr=[tensor(0.0010, device='cuda:0')], in 3.693s
2022-04-19 17:01:53 train.py[line:78] INFO train: epoch=8, iteration=200, loss=4.006816864013672, lr=[tensor(0.0010, device='cuda:0')], in 3.672s
2022-04-19 17:01:57 train.py[line:78] INFO train: epoch=8, iteration=220, loss=1.0125430822372437, lr=[tensor(0.0010, device='cuda:0')], in 3.671s
2022-04-19 17:02:01 train.py[line:78] INFO train: epoch=8, iteration=240, loss=1.3049067258834839, lr=[tensor(0.0010, device='cuda:0')], in 4.183s
2022-04-19 17:02:05 train.py[line:78] INFO train: epoch=8, iteration=260, loss=1.9720356464385986, lr=[tensor(0.0010, device='cuda:0')], in 3.738s
2022-04-19 17:02:08 train.py[line:78] INFO train: epoch=8, iteration=280, loss=3.9770779609680176, lr=[tensor(0.0010, device='cuda:0')], in 3.672s
2022-04-19 17:02:12 train.py[line:78] INFO train: epoch=8, iteration=300, loss=3.667145013809204, lr=[tensor(0.0010, device='cuda:0')], in 3.677s
2022-04-19 17:02:16 train.py[line:78] INFO train: epoch=8, iteration=320, loss=0.8316305875778198, lr=[tensor(0.0010, device='cuda:0')], in 3.670s
2022-04-19 17:02:19 train.py[line:78] INFO train: epoch=8, iteration=340, loss=1.6902928352355957, lr=[tensor(0.0010, device='cuda:0')], in 3.699s
2022-04-19 17:02:23 train.py[line:78] INFO train: epoch=8, iteration=360, loss=1.9908995628356934, lr=[tensor(0.0010, device='cuda:0')], in 4.001s
2022-04-19 17:02:27 train.py[line:78] INFO train: epoch=8, iteration=380, loss=3.9429726600646973, lr=[tensor(0.0010, device='cuda:0')], in 3.772s
2022-04-19 17:02:31 train.py[line:78] INFO train: epoch=8, iteration=400, loss=0.9896022081375122, lr=[tensor(0.0010, device='cuda:0')], in 3.666s
2022-04-19 17:02:35 train.py[line:78] INFO train: epoch=8, iteration=420, loss=1.2638955116271973, lr=[tensor(0.0010, device='cuda:0')], in 3.703s
2022-04-19 17:02:38 train.py[line:78] INFO train: epoch=8, iteration=440, loss=1.896716833114624, lr=[tensor(0.0010, device='cuda:0')], in 3.677s
2022-04-19 17:02:42 train.py[line:78] INFO train: epoch=8, iteration=460, loss=3.9341042041778564, lr=[tensor(0.0010, device='cuda:0')], in 3.675s
2022-04-19 17:02:46 train.py[line:78] INFO train: epoch=8, iteration=480, loss=3.6210951805114746, lr=[tensor(0.0010, device='cuda:0')], in 3.675s
2022-04-19 17:02:49 train.py[line:78] INFO train: epoch=8, iteration=500, loss=0.723844587802887, lr=[tensor(0.0010, device='cuda:0')], in 3.693s
2022-04-19 17:02:53 train.py[line:78] INFO train: epoch=8, iteration=520, loss=1.5885021686553955, lr=[tensor(0.0010, device='cuda:0')], in 3.675s
2022-04-19 17:02:57 train.py[line:78] INFO train: epoch=8, iteration=540, loss=1.938215732574463, lr=[tensor(0.0010, device='cuda:0')], in 4.153s
2022-04-19 17:03:01 train.py[line:78] INFO train: epoch=8, iteration=560, loss=3.904200792312622, lr=[tensor(0.0010, device='cuda:0')], in 3.679s
2022-04-19 17:03:05 train.py[line:78] INFO train: epoch=8, iteration=580, loss=0.9272537231445312, lr=[tensor(0.0010, device='cuda:0')], in 3.706s
2022-04-19 17:03:08 train.py[line:78] INFO train: epoch=8, iteration=600, loss=1.1775046586990356, lr=[tensor(0.0010, device='cuda:0')], in 3.687s
2022-04-19 17:03:09 train.py[line:86] INFO -------train exits, epoch=8-------
2022-04-19 17:03:09 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 17:03:27 train.py[line:78] INFO train: epoch=9, iteration=20, loss=1.8088829517364502, lr=[tensor(0.0010, device='cuda:0')], in 17.712s
2022-04-19 17:03:30 train.py[line:78] INFO train: epoch=9, iteration=40, loss=3.87341570854187, lr=[tensor(0.0010, device='cuda:0')], in 3.666s
2022-04-19 17:03:34 train.py[line:78] INFO train: epoch=9, iteration=60, loss=3.563711643218994, lr=[tensor(0.0010, device='cuda:0')], in 3.665s
2022-04-19 17:03:38 train.py[line:78] INFO train: epoch=9, iteration=80, loss=0.7296688556671143, lr=[tensor(0.0010, device='cuda:0')], in 3.665s
2022-04-19 17:03:41 train.py[line:78] INFO train: epoch=9, iteration=100, loss=1.5174970626831055, lr=[tensor(0.0010, device='cuda:0')], in 3.684s
2022-04-19 17:03:46 train.py[line:78] INFO train: epoch=9, iteration=120, loss=1.9163646697998047, lr=[tensor(0.0010, device='cuda:0')], in 4.059s
2022-04-19 17:03:49 train.py[line:78] INFO train: epoch=9, iteration=140, loss=3.8652799129486084, lr=[tensor(0.0010, device='cuda:0')], in 3.662s
2022-04-19 17:03:53 train.py[line:78] INFO train: epoch=9, iteration=160, loss=0.8790231943130493, lr=[tensor(0.0010, device='cuda:0')], in 3.659s
2022-04-19 17:03:57 train.py[line:78] INFO train: epoch=9, iteration=180, loss=1.095869779586792, lr=[tensor(0.0010, device='cuda:0')], in 3.681s
2022-04-19 17:04:00 train.py[line:78] INFO train: epoch=9, iteration=200, loss=1.7039799690246582, lr=[tensor(0.0010, device='cuda:0')], in 3.662s
2022-04-19 17:04:04 train.py[line:78] INFO train: epoch=9, iteration=220, loss=3.8301613330841064, lr=[tensor(0.0010, device='cuda:0')], in 3.674s
2022-04-19 17:04:08 train.py[line:78] INFO train: epoch=9, iteration=240, loss=3.5079705715179443, lr=[tensor(0.0010, device='cuda:0')], in 3.672s
2022-04-19 17:04:11 train.py[line:78] INFO train: epoch=9, iteration=260, loss=0.6191233992576599, lr=[tensor(0.0010, device='cuda:0')], in 3.694s
2022-04-19 17:04:15 train.py[line:78] INFO train: epoch=9, iteration=280, loss=1.4779666662216187, lr=[tensor(0.0010, device='cuda:0')], in 3.672s
2022-04-19 17:04:19 train.py[line:78] INFO train: epoch=9, iteration=300, loss=1.7777661085128784, lr=[tensor(0.0010, device='cuda:0')], in 3.678s
2022-04-19 17:04:22 train.py[line:78] INFO train: epoch=9, iteration=320, loss=3.82350754737854, lr=[tensor(0.0010, device='cuda:0')], in 3.674s
2022-04-19 17:04:26 train.py[line:78] INFO train: epoch=9, iteration=340, loss=0.7952716946601868, lr=[tensor(0.0010, device='cuda:0')], in 3.705s
2022-04-19 17:04:30 train.py[line:78] INFO train: epoch=9, iteration=360, loss=1.076590895652771, lr=[tensor(0.0010, device='cuda:0')], in 3.675s
2022-04-19 17:04:34 train.py[line:78] INFO train: epoch=9, iteration=380, loss=1.694657564163208, lr=[tensor(0.0010, device='cuda:0')], in 4.000s
2022-04-19 17:04:37 train.py[line:78] INFO train: epoch=9, iteration=400, loss=3.8015782833099365, lr=[tensor(0.0010, device='cuda:0')], in 3.737s
2022-04-19 17:04:42 train.py[line:78] INFO train: epoch=9, iteration=420, loss=3.4606902599334717, lr=[tensor(0.0011, device='cuda:0')], in 4.220s
2022-04-19 17:04:45 train.py[line:78] INFO train: epoch=9, iteration=440, loss=0.6676038503646851, lr=[tensor(0.0011, device='cuda:0')], in 3.672s
2022-04-19 17:04:49 train.py[line:78] INFO train: epoch=9, iteration=460, loss=1.4188811779022217, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:04:53 train.py[line:78] INFO train: epoch=9, iteration=480, loss=1.7849348783493042, lr=[tensor(0.0011, device='cuda:0')], in 3.792s
2022-04-19 17:04:57 train.py[line:78] INFO train: epoch=9, iteration=500, loss=3.8109426498413086, lr=[tensor(0.0011, device='cuda:0')], in 4.140s
2022-04-19 17:05:01 train.py[line:78] INFO train: epoch=9, iteration=520, loss=0.773667573928833, lr=[tensor(0.0011, device='cuda:0')], in 4.143s
2022-04-19 17:05:05 train.py[line:78] INFO train: epoch=9, iteration=540, loss=1.0084248781204224, lr=[tensor(0.0011, device='cuda:0')], in 3.687s
2022-04-19 17:05:08 train.py[line:78] INFO train: epoch=9, iteration=560, loss=1.6492353677749634, lr=[tensor(0.0011, device='cuda:0')], in 3.678s
2022-04-19 17:05:13 train.py[line:78] INFO train: epoch=9, iteration=580, loss=3.74438214302063, lr=[tensor(0.0011, device='cuda:0')], in 4.267s
2022-04-19 17:05:16 train.py[line:78] INFO train: epoch=9, iteration=600, loss=3.372607707977295, lr=[tensor(0.0011, device='cuda:0')], in 3.670s
2022-04-19 17:05:17 train.py[line:86] INFO -------train exits, epoch=9-------
2022-04-19 17:05:17 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 17:05:36 train.py[line:78] INFO train: epoch=9, iteration=20, loss=0.5743293166160583, lr=[tensor(0.0011, device='cuda:0')], in 18.881s
2022-04-19 17:05:40 train.py[line:78] INFO train: epoch=9, iteration=40, loss=1.29698646068573, lr=[tensor(0.0011, device='cuda:0')], in 3.668s
2022-04-19 17:05:43 train.py[line:78] INFO train: epoch=9, iteration=60, loss=1.7020139694213867, lr=[tensor(0.0011, device='cuda:0')], in 3.663s
2022-04-19 17:05:48 train.py[line:78] INFO train: epoch=9, iteration=80, loss=3.737434148788452, lr=[tensor(0.0011, device='cuda:0')], in 4.297s
2022-04-19 17:05:51 train.py[line:78] INFO train: epoch=9, iteration=100, loss=0.7036653161048889, lr=[tensor(0.0011, device='cuda:0')], in 3.691s
2022-04-19 17:05:55 train.py[line:78] INFO train: epoch=9, iteration=120, loss=1.0375012159347534, lr=[tensor(0.0011, device='cuda:0')], in 3.665s
2022-04-19 17:05:59 train.py[line:78] INFO train: epoch=9, iteration=140, loss=1.5995622873306274, lr=[tensor(0.0011, device='cuda:0')], in 3.669s
2022-04-19 17:06:02 train.py[line:78] INFO train: epoch=9, iteration=160, loss=3.6535463333129883, lr=[tensor(0.0011, device='cuda:0')], in 3.686s
2022-04-19 17:06:06 train.py[line:78] INFO train: epoch=9, iteration=180, loss=3.3490800857543945, lr=[tensor(0.0011, device='cuda:0')], in 3.689s
2022-04-19 17:06:10 train.py[line:78] INFO train: epoch=9, iteration=200, loss=0.5642378330230713, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:06:13 train.py[line:78] INFO train: epoch=9, iteration=220, loss=1.3061622381210327, lr=[tensor(0.0011, device='cuda:0')], in 3.671s
2022-04-19 17:06:17 train.py[line:78] INFO train: epoch=9, iteration=240, loss=1.5912845134735107, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:06:21 train.py[line:78] INFO train: epoch=9, iteration=260, loss=3.7197635173797607, lr=[tensor(0.0011, device='cuda:0')], in 3.699s
2022-04-19 17:06:24 train.py[line:78] INFO train: epoch=9, iteration=280, loss=0.7374367713928223, lr=[tensor(0.0011, device='cuda:0')], in 3.675s
2022-04-19 17:06:28 train.py[line:78] INFO train: epoch=9, iteration=300, loss=1.022895097732544, lr=[tensor(0.0011, device='cuda:0')], in 3.714s
2022-04-19 17:06:32 train.py[line:78] INFO train: epoch=9, iteration=320, loss=1.4863176345825195, lr=[tensor(0.0011, device='cuda:0')], in 3.665s
2022-04-19 17:06:35 train.py[line:78] INFO train: epoch=9, iteration=340, loss=3.609170913696289, lr=[tensor(0.0011, device='cuda:0')], in 3.693s
2022-04-19 17:06:39 train.py[line:78] INFO train: epoch=9, iteration=360, loss=3.285776376724243, lr=[tensor(0.0011, device='cuda:0')], in 3.662s
2022-04-19 17:06:43 train.py[line:78] INFO train: epoch=9, iteration=380, loss=0.5198591351509094, lr=[tensor(0.0011, device='cuda:0')], in 3.668s
2022-04-19 17:06:46 train.py[line:78] INFO train: epoch=9, iteration=400, loss=1.2112970352172852, lr=[tensor(0.0011, device='cuda:0')], in 3.663s
2022-04-19 17:06:50 train.py[line:78] INFO train: epoch=9, iteration=420, loss=1.57439124584198, lr=[tensor(0.0011, device='cuda:0')], in 3.689s
2022-04-19 17:06:54 train.py[line:78] INFO train: epoch=9, iteration=440, loss=3.6477344036102295, lr=[tensor(0.0011, device='cuda:0')], in 3.673s
2022-04-19 17:06:58 train.py[line:78] INFO train: epoch=9, iteration=460, loss=0.6809784173965454, lr=[tensor(0.0011, device='cuda:0')], in 3.671s
2022-04-19 17:07:01 train.py[line:78] INFO train: epoch=9, iteration=480, loss=0.9056670069694519, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:07:05 train.py[line:78] INFO train: epoch=9, iteration=500, loss=1.4307807683944702, lr=[tensor(0.0011, device='cuda:0')], in 3.687s
2022-04-19 17:07:09 train.py[line:78] INFO train: epoch=9, iteration=520, loss=3.530214548110962, lr=[tensor(0.0011, device='cuda:0')], in 3.665s
2022-04-19 17:07:12 train.py[line:78] INFO train: epoch=9, iteration=540, loss=3.2647204399108887, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:07:16 train.py[line:78] INFO train: epoch=9, iteration=560, loss=0.5125132203102112, lr=[tensor(0.0011, device='cuda:0')], in 3.666s
2022-04-19 17:07:20 train.py[line:78] INFO train: epoch=9, iteration=580, loss=1.103165864944458, lr=[tensor(0.0011, device='cuda:0')], in 3.688s
2022-04-19 17:07:23 train.py[line:78] INFO train: epoch=9, iteration=600, loss=1.5449944734573364, lr=[tensor(0.0011, device='cuda:0')], in 3.664s
2022-04-19 17:07:24 train.py[line:86] INFO -------train exits, epoch=9-------
2022-04-19 17:07:24 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 17:07:42 train.py[line:78] INFO train: epoch=9, iteration=20, loss=3.587702989578247, lr=[tensor(0.0011, device='cuda:0')], in 18.014s
2022-04-19 17:07:46 train.py[line:78] INFO train: epoch=9, iteration=40, loss=0.5788742899894714, lr=[tensor(0.0011, device='cuda:0')], in 3.671s
2022-04-19 17:07:49 train.py[line:78] INFO train: epoch=9, iteration=60, loss=0.8720229268074036, lr=[tensor(0.0011, device='cuda:0')], in 3.664s
2022-04-19 17:07:53 train.py[line:78] INFO train: epoch=9, iteration=80, loss=1.3773630857467651, lr=[tensor(0.0011, device='cuda:0')], in 3.663s
2022-04-19 17:07:57 train.py[line:78] INFO train: epoch=9, iteration=100, loss=3.486548900604248, lr=[tensor(0.0011, device='cuda:0')], in 3.687s
2022-04-19 17:08:00 train.py[line:78] INFO train: epoch=9, iteration=120, loss=3.2122764587402344, lr=[tensor(0.0011, device='cuda:0')], in 3.671s
2022-04-19 17:08:04 train.py[line:78] INFO train: epoch=9, iteration=140, loss=0.4929954707622528, lr=[tensor(0.0011, device='cuda:0')], in 3.679s
2022-04-19 17:08:08 train.py[line:78] INFO train: epoch=9, iteration=160, loss=1.1600395441055298, lr=[tensor(0.0011, device='cuda:0')], in 3.671s
2022-04-19 17:08:11 train.py[line:78] INFO train: epoch=9, iteration=180, loss=1.491450309753418, lr=[tensor(0.0011, device='cuda:0')], in 3.697s
2022-04-19 17:08:15 train.py[line:78] INFO train: epoch=9, iteration=200, loss=3.56363582611084, lr=[tensor(0.0011, device='cuda:0')], in 3.672s
2022-04-19 17:08:19 train.py[line:78] INFO train: epoch=9, iteration=220, loss=0.561255156993866, lr=[tensor(0.0011, device='cuda:0')], in 3.677s
2022-04-19 17:08:22 train.py[line:78] INFO train: epoch=9, iteration=240, loss=0.9281674027442932, lr=[tensor(0.0011, device='cuda:0')], in 3.675s
2022-04-19 17:08:26 train.py[line:78] INFO train: epoch=9, iteration=260, loss=1.3179582357406616, lr=[tensor(0.0011, device='cuda:0')], in 3.696s
2022-04-19 17:08:30 train.py[line:78] INFO train: epoch=9, iteration=280, loss=3.4633631706237793, lr=[tensor(0.0011, device='cuda:0')], in 4.187s
2022-04-19 17:08:34 train.py[line:78] INFO train: epoch=9, iteration=300, loss=3.1625568866729736, lr=[tensor(0.0011, device='cuda:0')], in 3.672s
2022-04-19 17:08:38 train.py[line:78] INFO train: epoch=9, iteration=320, loss=0.45739635825157166, lr=[tensor(0.0011, device='cuda:0')], in 4.382s
2022-04-19 17:08:42 train.py[line:78] INFO train: epoch=9, iteration=340, loss=1.088894248008728, lr=[tensor(0.0011, device='cuda:0')], in 3.686s
2022-04-19 17:08:46 train.py[line:78] INFO train: epoch=9, iteration=360, loss=1.381690263748169, lr=[tensor(0.0011, device='cuda:0')], in 3.671s
2022-04-19 17:08:49 train.py[line:78] INFO train: epoch=9, iteration=380, loss=3.503540515899658, lr=[tensor(0.0011, device='cuda:0')], in 3.664s
2022-04-19 17:08:53 train.py[line:78] INFO train: epoch=9, iteration=400, loss=0.5609469413757324, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:08:57 train.py[line:78] INFO train: epoch=9, iteration=420, loss=0.8456348180770874, lr=[tensor(0.0011, device='cuda:0')], in 3.689s
2022-04-19 17:09:00 train.py[line:78] INFO train: epoch=9, iteration=440, loss=1.2800246477127075, lr=[tensor(0.0011, device='cuda:0')], in 3.665s
2022-04-19 17:09:04 train.py[line:78] INFO train: epoch=9, iteration=460, loss=3.3951709270477295, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:09:08 train.py[line:78] INFO train: epoch=9, iteration=480, loss=3.1148369312286377, lr=[tensor(0.0011, device='cuda:0')], in 3.673s
2022-04-19 17:09:11 train.py[line:78] INFO train: epoch=9, iteration=500, loss=0.47993966937065125, lr=[tensor(0.0011, device='cuda:0')], in 3.696s
2022-04-19 17:09:16 train.py[line:78] INFO train: epoch=9, iteration=520, loss=1.0774363279342651, lr=[tensor(0.0011, device='cuda:0')], in 4.089s
2022-04-19 17:09:19 train.py[line:78] INFO train: epoch=9, iteration=540, loss=1.401280164718628, lr=[tensor(0.0011, device='cuda:0')], in 3.919s
2022-04-19 17:09:23 train.py[line:78] INFO train: epoch=9, iteration=560, loss=3.4869260787963867, lr=[tensor(0.0011, device='cuda:0')], in 3.850s
2022-04-19 17:09:27 train.py[line:78] INFO train: epoch=9, iteration=580, loss=0.5465232133865356, lr=[tensor(0.0011, device='cuda:0')], in 3.695s
2022-04-19 17:09:31 train.py[line:78] INFO train: epoch=9, iteration=600, loss=0.7932067513465881, lr=[tensor(0.0011, device='cuda:0')], in 3.664s
2022-04-19 17:09:31 train.py[line:86] INFO -------train exits, epoch=9-------
2022-04-19 17:09:31 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 17:09:49 train.py[line:78] INFO train: epoch=10, iteration=20, loss=1.2577815055847168, lr=[tensor(0.0011, device='cuda:0')], in 17.684s
2022-04-19 17:09:53 train.py[line:78] INFO train: epoch=10, iteration=40, loss=3.3304977416992188, lr=[tensor(0.0011, device='cuda:0')], in 3.667s
2022-04-19 17:09:57 train.py[line:78] INFO train: epoch=10, iteration=60, loss=3.0701467990875244, lr=[tensor(0.0011, device='cuda:0')], in 3.730s
2022-04-19 17:10:00 train.py[line:78] INFO train: epoch=10, iteration=80, loss=0.43494078516960144, lr=[tensor(0.0011, device='cuda:0')], in 3.665s
2022-04-19 17:10:04 train.py[line:78] INFO train: epoch=10, iteration=100, loss=1.0806320905685425, lr=[tensor(0.0011, device='cuda:0')], in 3.694s
2022-04-19 17:10:08 train.py[line:78] INFO train: epoch=10, iteration=120, loss=1.2688275575637817, lr=[tensor(0.0011, device='cuda:0')], in 3.666s
2022-04-19 17:10:11 train.py[line:78] INFO train: epoch=10, iteration=140, loss=3.407764434814453, lr=[tensor(0.0011, device='cuda:0')], in 3.839s
2022-04-19 17:10:16 train.py[line:78] INFO train: epoch=10, iteration=160, loss=0.5306510925292969, lr=[tensor(0.0011, device='cuda:0')], in 4.143s
2022-04-19 17:10:19 train.py[line:78] INFO train: epoch=10, iteration=180, loss=0.7577112913131714, lr=[tensor(0.0012, device='cuda:0')], in 3.690s
2022-04-19 17:10:23 train.py[line:78] INFO train: epoch=10, iteration=200, loss=1.1716153621673584, lr=[tensor(0.0012, device='cuda:0')], in 3.698s
2022-04-19 17:10:27 train.py[line:78] INFO train: epoch=10, iteration=220, loss=3.3115451335906982, lr=[tensor(0.0012, device='cuda:0')], in 3.904s
2022-04-19 17:10:31 train.py[line:78] INFO train: epoch=10, iteration=240, loss=3.0405259132385254, lr=[tensor(0.0012, device='cuda:0')], in 4.120s
2022-04-19 17:10:35 train.py[line:78] INFO train: epoch=10, iteration=260, loss=0.444770872592926, lr=[tensor(0.0012, device='cuda:0')], in 3.910s
2022-04-19 17:10:39 train.py[line:78] INFO train: epoch=10, iteration=280, loss=1.0097250938415527, lr=[tensor(0.0012, device='cuda:0')], in 4.217s
