2022-04-19 15:55:20 train.py[line:151] INFO YuiConfigPro(RANDOM_SEED=233, DATASET_DIR='D:/A日常/大学/毕业设计/dataset/maestro-v3.0.0/', DATAMETA_NAME='maestro-v3.0.0_tinymp3.csv', WORKSPACE='D:/A日常/大学/毕业设计/code/yui/', MAX_INPUTS_LENGTH=512, MAX_TARGETS_LENGTH=1024, PROGRAM_GRANULARITY='flat', SAMPLE_RATE=16000, FRAME_SIZE=128, HOP_WIDTH=128, NUM_MEL_BINS=256, FFT_SIZE=2048, MEL_LO_HZ=20.0, MEL_HI_HZ=8000.0, PAD_ID=0, ENCODED_EOS_ID=1, ENCODED_UNK_ID=2, EXTRA_IDS=100, DECODED_EOS_ID=-1, DECODED_INVALID_ID=-2, STEPS_PER_SECOND=100, MAX_SHIFT_SECONDS=10, NUM_VELOCITY_BINS=127, CUDA=True, BATCH_SIZE=4, NUM_WORKERS=3, NUM_EPOCHS=160, TRAIN_ITERATION=600, LEARNING_RATE=0.001, OVERFIT_PATIENCE=8)
2022-04-19 15:55:20 train.py[line:153] INFO Using GPU.
2022-04-19 15:55:20 train.py[line:154] INFO GPU number: 1
2022-04-19 15:55:20 train.py[line:177] INFO The model has 4,640,512 trainable parameters
2022-04-19 15:55:20 train.py[line:254] INFO -------train loop starts, start_time=1650354920.491s-------
2022-04-19 15:55:39 train.py[line:78] INFO train: epoch=0, iteration=20, loss=8.514854431152344, lr=[tensor(2.0006e-06, device='cuda:0')], in 18.870s
2022-04-19 16:06:41 train.py[line:78] INFO train: epoch=1, iteration=120, loss=7.670022964477539, lr=[tensor(0.0002, device='cuda:0')], in 3.682s
2022-04-19 16:06:44 train.py[line:78] INFO train: epoch=1, iteration=140, loss=7.506903171539307, lr=[tensor(0.0002, device='cuda:0')], in 3.676s
2022-04-19 16:06:48 train.py[line:78] INFO train: epoch=1, iteration=160, loss=7.485959053039551, lr=[tensor(0.0002, device='cuda:0')], in 3.661s
2022-04-19 16:06:52 train.py[line:78] INFO train: epoch=1, iteration=180, loss=7.593424320220947, lr=[tensor(0.0002, device='cuda:0')], in 3.690s
2022-04-19 16:06:55 train.py[line:78] INFO train: epoch=1, iteration=200, loss=7.697002410888672, lr=[tensor(0.0002, device='cuda:0')], in 3.664s
2022-04-19 16:06:59 train.py[line:78] INFO train: epoch=1, iteration=220, loss=7.622457027435303, lr=[tensor(0.0002, device='cuda:0')], in 3.667s
2022-04-19 16:07:03 train.py[line:78] INFO train: epoch=1, iteration=240, loss=7.528364658355713, lr=[tensor(0.0002, device='cuda:0')], in 3.666s
2022-04-19 16:07:06 train.py[line:78] INFO train: epoch=1, iteration=260, loss=7.628415584564209, lr=[tensor(0.0002, device='cuda:0')], in 3.686s
2022-04-19 16:07:10 train.py[line:78] INFO train: epoch=1, iteration=280, loss=7.747063636779785, lr=[tensor(0.0002, device='cuda:0')], in 3.668s
2022-04-19 16:07:14 train.py[line:78] INFO train: epoch=1, iteration=300, loss=7.595480918884277, lr=[tensor(0.0002, device='cuda:0')], in 3.730s
2022-04-19 16:07:17 train.py[line:78] INFO train: epoch=1, iteration=320, loss=7.424638748168945, lr=[tensor(0.0002, device='cuda:0')], in 3.667s
2022-04-19 16:07:21 train.py[line:78] INFO train: epoch=1, iteration=340, loss=7.392321586608887, lr=[tensor(0.0002, device='cuda:0')], in 3.691s
2022-04-19 16:07:25 train.py[line:78] INFO train: epoch=1, iteration=360, loss=7.493238925933838, lr=[tensor(0.0002, device='cuda:0')], in 3.663s
2022-04-19 16:07:28 train.py[line:78] INFO train: epoch=1, iteration=380, loss=7.627506732940674, lr=[tensor(0.0002, device='cuda:0')], in 3.704s
2022-04-19 16:07:33 train.py[line:78] INFO train: epoch=1, iteration=400, loss=7.551480770111084, lr=[tensor(0.0002, device='cuda:0')], in 4.135s
2022-04-19 16:07:36 train.py[line:78] INFO train: epoch=1, iteration=420, loss=7.4288811683654785, lr=[tensor(0.0002, device='cuda:0')], in 3.691s
2022-04-19 16:07:40 train.py[line:78] INFO train: epoch=1, iteration=440, loss=7.541606903076172, lr=[tensor(0.0002, device='cuda:0')], in 3.684s
2022-04-19 16:07:44 train.py[line:78] INFO train: epoch=1, iteration=460, loss=7.6880011558532715, lr=[tensor(0.0002, device='cuda:0')], in 3.677s
2022-04-19 16:07:47 train.py[line:78] INFO train: epoch=1, iteration=480, loss=7.527583122253418, lr=[tensor(0.0002, device='cuda:0')], in 3.677s
2022-04-19 16:07:51 train.py[line:78] INFO train: epoch=1, iteration=500, loss=7.366534233093262, lr=[tensor(0.0002, device='cuda:0')], in 3.687s
2022-04-19 16:07:55 train.py[line:78] INFO train: epoch=1, iteration=520, loss=7.335155963897705, lr=[tensor(0.0002, device='cuda:0')], in 3.682s
2022-04-19 16:07:58 train.py[line:78] INFO train: epoch=1, iteration=540, loss=7.42441987991333, lr=[tensor(0.0002, device='cuda:0')], in 3.665s
2022-04-19 16:08:02 train.py[line:78] INFO train: epoch=1, iteration=560, loss=7.571998119354248, lr=[tensor(0.0002, device='cuda:0')], in 3.673s
2022-04-19 16:08:06 train.py[line:78] INFO train: epoch=1, iteration=580, loss=7.51832914352417, lr=[tensor(0.0002, device='cuda:0')], in 3.687s
2022-04-19 16:08:09 train.py[line:78] INFO train: epoch=1, iteration=600, loss=7.380011081695557, lr=[tensor(0.0002, device='cuda:0')], in 3.668s
2022-04-19 16:08:10 train.py[line:86] INFO -------train exits, epoch=1-------
2022-04-19 16:08:27 train.py[line:78] INFO train: epoch=2, iteration=20, loss=7.489180564880371, lr=[tensor(0.0002, device='cuda:0')], in 16.849s
2022-04-19 16:08:31 train.py[line:78] INFO train: epoch=2, iteration=40, loss=7.6192426681518555, lr=[tensor(0.0002, device='cuda:0')], in 3.651s
2022-04-19 16:08:35 train.py[line:78] INFO train: epoch=2, iteration=60, loss=7.468481540679932, lr=[tensor(0.0002, device='cuda:0')], in 4.105s
2022-04-19 16:08:38 train.py[line:78] INFO train: epoch=2, iteration=80, loss=7.269420146942139, lr=[tensor(0.0002, device='cuda:0')], in 3.655s
2022-04-19 16:08:42 train.py[line:78] INFO train: epoch=2, iteration=100, loss=7.250235557556152, lr=[tensor(0.0002, device='cuda:0')], in 3.678s
2022-04-19 16:08:46 train.py[line:78] INFO train: epoch=2, iteration=120, loss=7.355994701385498, lr=[tensor(0.0002, device='cuda:0')], in 3.654s
2022-04-19 16:08:49 train.py[line:78] INFO train: epoch=2, iteration=140, loss=7.5056257247924805, lr=[tensor(0.0002, device='cuda:0')], in 3.651s
2022-04-19 16:08:53 train.py[line:78] INFO train: epoch=2, iteration=160, loss=7.413475513458252, lr=[tensor(0.0002, device='cuda:0')], in 3.659s
2022-04-19 16:08:57 train.py[line:78] INFO train: epoch=2, iteration=180, loss=7.327701568603516, lr=[tensor(0.0002, device='cuda:0')], in 3.690s
2022-04-19 16:09:00 train.py[line:78] INFO train: epoch=2, iteration=200, loss=7.425024032592773, lr=[tensor(0.0002, device='cuda:0')], in 3.663s
2022-04-19 16:09:04 train.py[line:78] INFO train: epoch=2, iteration=220, loss=7.572683334350586, lr=[tensor(0.0002, device='cuda:0')], in 3.920s
2022-04-19 16:09:08 train.py[line:78] INFO train: epoch=2, iteration=240, loss=7.389392852783203, lr=[tensor(0.0002, device='cuda:0')], in 3.822s
2022-04-19 16:09:12 train.py[line:78] INFO train: epoch=2, iteration=260, loss=7.175877094268799, lr=[tensor(0.0002, device='cuda:0')], in 3.994s
2022-04-19 16:09:16 train.py[line:78] INFO train: epoch=2, iteration=280, loss=7.1535186767578125, lr=[tensor(0.0002, device='cuda:0')], in 3.663s
2022-04-19 16:09:19 train.py[line:78] INFO train: epoch=2, iteration=300, loss=7.2952752113342285, lr=[tensor(0.0002, device='cuda:0')], in 3.664s
2022-04-19 16:09:23 train.py[line:78] INFO train: epoch=2, iteration=320, loss=7.444980621337891, lr=[tensor(0.0002, device='cuda:0')], in 3.672s
2022-04-19 16:09:27 train.py[line:78] INFO train: epoch=2, iteration=340, loss=7.312985420227051, lr=[tensor(0.0002, device='cuda:0')], in 4.147s
2022-04-19 16:09:31 train.py[line:78] INFO train: epoch=2, iteration=360, loss=7.240015029907227, lr=[tensor(0.0003, device='cuda:0')], in 3.663s
2022-04-19 16:09:35 train.py[line:78] INFO train: epoch=2, iteration=380, loss=7.373159408569336, lr=[tensor(0.0003, device='cuda:0')], in 3.666s
2022-04-19 16:09:38 train.py[line:78] INFO train: epoch=2, iteration=400, loss=7.518683910369873, lr=[tensor(0.0003, device='cuda:0')], in 3.669s
2022-04-19 16:09:42 train.py[line:78] INFO train: epoch=2, iteration=420, loss=7.327746391296387, lr=[tensor(0.0003, device='cuda:0')], in 3.691s
2022-04-19 16:09:46 train.py[line:78] INFO train: epoch=2, iteration=440, loss=7.132940769195557, lr=[tensor(0.0003, device='cuda:0')], in 4.329s
2022-04-19 16:09:50 train.py[line:78] INFO train: epoch=2, iteration=460, loss=7.1171956062316895, lr=[tensor(0.0003, device='cuda:0')], in 3.682s
2022-04-19 16:09:54 train.py[line:78] INFO train: epoch=2, iteration=480, loss=7.201292991638184, lr=[tensor(0.0003, device='cuda:0')], in 3.671s
2022-04-19 16:09:57 train.py[line:78] INFO train: epoch=2, iteration=500, loss=7.390343189239502, lr=[tensor(0.0003, device='cuda:0')], in 3.694s
2022-04-19 16:10:01 train.py[line:78] INFO train: epoch=2, iteration=520, loss=7.299371719360352, lr=[tensor(0.0003, device='cuda:0')], in 3.667s
2022-04-19 16:10:05 train.py[line:78] INFO train: epoch=2, iteration=540, loss=7.142927646636963, lr=[tensor(0.0003, device='cuda:0')], in 3.668s
2022-04-19 16:10:08 train.py[line:78] INFO train: epoch=2, iteration=560, loss=7.304112434387207, lr=[tensor(0.0003, device='cuda:0')], in 3.664s
2022-04-19 16:10:12 train.py[line:78] INFO train: epoch=2, iteration=580, loss=7.468493461608887, lr=[tensor(0.0003, device='cuda:0')], in 3.692s
2022-04-19 16:10:16 train.py[line:78] INFO train: epoch=2, iteration=600, loss=7.273016452789307, lr=[tensor(0.0003, device='cuda:0')], in 3.662s
2022-04-19 16:10:16 train.py[line:86] INFO -------train exits, epoch=2-------
2022-04-19 16:10:34 train.py[line:78] INFO train: epoch=2, iteration=20, loss=7.085325717926025, lr=[tensor(0.0003, device='cuda:0')], in 17.684s
2022-04-19 16:10:38 train.py[line:78] INFO train: epoch=2, iteration=40, loss=7.036057472229004, lr=[tensor(0.0003, device='cuda:0')], in 3.879s
2022-04-19 16:10:41 train.py[line:78] INFO train: epoch=2, iteration=60, loss=7.155412197113037, lr=[tensor(0.0003, device='cuda:0')], in 3.655s
2022-04-19 16:10:45 train.py[line:78] INFO train: epoch=2, iteration=80, loss=7.330636978149414, lr=[tensor(0.0003, device='cuda:0')], in 3.657s
2022-04-19 16:10:49 train.py[line:78] INFO train: epoch=2, iteration=100, loss=7.243303298950195, lr=[tensor(0.0003, device='cuda:0')], in 3.721s
2022-04-19 16:10:53 train.py[line:78] INFO train: epoch=2, iteration=120, loss=7.071923732757568, lr=[tensor(0.0003, device='cuda:0')], in 3.717s
2022-04-19 16:10:57 train.py[line:78] INFO train: epoch=2, iteration=140, loss=7.26917028427124, lr=[tensor(0.0003, device='cuda:0')], in 4.142s
2022-04-19 16:11:01 train.py[line:78] INFO train: epoch=2, iteration=160, loss=7.416159152984619, lr=[tensor(0.0003, device='cuda:0')], in 4.152s
2022-04-19 16:11:05 train.py[line:78] INFO train: epoch=2, iteration=180, loss=7.206423282623291, lr=[tensor(0.0003, device='cuda:0')], in 3.680s
2022-04-19 16:11:08 train.py[line:78] INFO train: epoch=2, iteration=200, loss=6.984334468841553, lr=[tensor(0.0003, device='cuda:0')], in 3.663s
2022-04-19 16:11:12 train.py[line:78] INFO train: epoch=2, iteration=220, loss=6.949065685272217, lr=[tensor(0.0003, device='cuda:0')], in 3.662s
2022-04-19 16:11:16 train.py[line:78] INFO train: epoch=2, iteration=240, loss=7.097272872924805, lr=[tensor(0.0003, device='cuda:0')], in 3.669s
2022-04-19 16:11:20 train.py[line:78] INFO train: epoch=2, iteration=260, loss=7.2716288566589355, lr=[tensor(0.0003, device='cuda:0')], in 4.429s
2022-04-19 16:11:24 train.py[line:78] INFO train: epoch=2, iteration=280, loss=7.146232604980469, lr=[tensor(0.0003, device='cuda:0')], in 3.666s
2022-04-19 16:11:27 train.py[line:78] INFO train: epoch=2, iteration=300, loss=7.030107498168945, lr=[tensor(0.0003, device='cuda:0')], in 3.663s
2022-04-19 16:11:31 train.py[line:78] INFO train: epoch=2, iteration=320, loss=7.192673206329346, lr=[tensor(0.0003, device='cuda:0')], in 3.660s
2022-04-19 16:11:35 train.py[line:78] INFO train: epoch=2, iteration=340, loss=7.361642837524414, lr=[tensor(0.0003, device='cuda:0')], in 3.695s
2022-04-19 16:11:38 train.py[line:78] INFO train: epoch=2, iteration=360, loss=7.158975601196289, lr=[tensor(0.0003, device='cuda:0')], in 3.728s
2022-04-19 16:11:43 train.py[line:78] INFO train: epoch=2, iteration=380, loss=6.919325828552246, lr=[tensor(0.0003, device='cuda:0')], in 4.147s
2022-04-19 16:11:47 train.py[line:78] INFO train: epoch=2, iteration=400, loss=6.894613742828369, lr=[tensor(0.0003, device='cuda:0')], in 4.148s
2022-04-19 16:11:50 train.py[line:78] INFO train: epoch=2, iteration=420, loss=7.013405799865723, lr=[tensor(0.0003, device='cuda:0')], in 3.685s
2022-04-19 16:11:54 train.py[line:78] INFO train: epoch=2, iteration=440, loss=7.230017185211182, lr=[tensor(0.0003, device='cuda:0')], in 4.055s
2022-04-19 16:11:58 train.py[line:78] INFO train: epoch=2, iteration=460, loss=7.1093363761901855, lr=[tensor(0.0003, device='cuda:0')], in 3.748s
2022-04-19 16:12:02 train.py[line:78] INFO train: epoch=2, iteration=480, loss=6.958444118499756, lr=[tensor(0.0003, device='cuda:0')], in 3.683s
2022-04-19 16:12:06 train.py[line:78] INFO train: epoch=2, iteration=500, loss=7.12548303604126, lr=[tensor(0.0003, device='cuda:0')], in 4.051s
2022-04-19 16:12:10 train.py[line:78] INFO train: epoch=2, iteration=520, loss=7.30849552154541, lr=[tensor(0.0003, device='cuda:0')], in 3.665s
2022-04-19 16:12:13 train.py[line:78] INFO train: epoch=2, iteration=540, loss=7.1070427894592285, lr=[tensor(0.0003, device='cuda:0')], in 3.677s
2022-04-19 16:12:17 train.py[line:78] INFO train: epoch=2, iteration=560, loss=6.852404594421387, lr=[tensor(0.0003, device='cuda:0')], in 3.671s
2022-04-19 16:12:21 train.py[line:78] INFO train: epoch=2, iteration=580, loss=6.851059913635254, lr=[tensor(0.0003, device='cuda:0')], in 3.688s
2022-04-19 16:12:24 train.py[line:78] INFO train: epoch=2, iteration=600, loss=6.972900390625, lr=[tensor(0.0003, device='cuda:0')], in 3.668s
2022-04-19 16:12:25 train.py[line:86] INFO -------train exits, epoch=2-------
2022-04-19 16:12:44 train.py[line:78] INFO train: epoch=2, iteration=20, loss=7.165232181549072, lr=[tensor(0.0003, device='cuda:0')], in 18.927s
2022-04-19 16:12:48 train.py[line:78] INFO train: epoch=2, iteration=40, loss=7.051495552062988, lr=[tensor(0.0003, device='cuda:0')], in 3.658s
2022-04-19 16:12:52 train.py[line:78] INFO train: epoch=2, iteration=60, loss=6.915011882781982, lr=[tensor(0.0003, device='cuda:0')], in 3.690s
2022-04-19 16:12:55 train.py[line:78] INFO train: epoch=2, iteration=80, loss=7.08313512802124, lr=[tensor(0.0003, device='cuda:0')], in 3.722s
2022-04-19 16:13:00 train.py[line:78] INFO train: epoch=2, iteration=100, loss=7.265023231506348, lr=[tensor(0.0003, device='cuda:0')], in 4.121s
2022-04-19 16:13:03 train.py[line:78] INFO train: epoch=2, iteration=120, loss=7.0417704582214355, lr=[tensor(0.0003, device='cuda:0')], in 3.660s
2022-04-19 16:13:07 train.py[line:78] INFO train: epoch=2, iteration=140, loss=6.824557781219482, lr=[tensor(0.0003, device='cuda:0')], in 3.662s
2022-04-19 16:13:11 train.py[line:78] INFO train: epoch=2, iteration=160, loss=6.798586845397949, lr=[tensor(0.0003, device='cuda:0')], in 3.662s
2022-04-19 16:13:15 train.py[line:78] INFO train: epoch=2, iteration=180, loss=6.910803318023682, lr=[tensor(0.0003, device='cuda:0')], in 3.970s
2022-04-19 16:13:18 train.py[line:78] INFO train: epoch=2, iteration=200, loss=7.1203179359436035, lr=[tensor(0.0003, device='cuda:0')], in 3.662s
2022-04-19 16:13:22 train.py[line:78] INFO train: epoch=2, iteration=220, loss=6.989703178405762, lr=[tensor(0.0003, device='cuda:0')], in 3.674s
2022-04-19 16:13:26 train.py[line:78] INFO train: epoch=2, iteration=240, loss=6.8257060050964355, lr=[tensor(0.0003, device='cuda:0')], in 3.675s
2022-04-19 16:13:29 train.py[line:78] INFO train: epoch=2, iteration=260, loss=7.022701263427734, lr=[tensor(0.0003, device='cuda:0')], in 3.687s
2022-04-19 16:13:33 train.py[line:78] INFO train: epoch=2, iteration=280, loss=7.201664447784424, lr=[tensor(0.0003, device='cuda:0')], in 3.659s
2022-04-19 16:13:37 train.py[line:78] INFO train: epoch=2, iteration=300, loss=6.98527193069458, lr=[tensor(0.0003, device='cuda:0')], in 3.658s
2022-04-19 16:13:40 train.py[line:78] INFO train: epoch=2, iteration=320, loss=6.727547645568848, lr=[tensor(0.0003, device='cuda:0')], in 3.660s
2022-04-19 16:13:44 train.py[line:78] INFO train: epoch=2, iteration=340, loss=6.72924280166626, lr=[tensor(0.0003, device='cuda:0')], in 3.689s
2022-04-19 16:13:48 train.py[line:78] INFO train: epoch=2, iteration=360, loss=6.835783004760742, lr=[tensor(0.0003, device='cuda:0')], in 3.690s
2022-04-19 16:13:51 train.py[line:78] INFO train: epoch=2, iteration=380, loss=7.0579729080200195, lr=[tensor(0.0003, device='cuda:0')], in 3.654s
2022-04-19 16:13:55 train.py[line:78] INFO train: epoch=2, iteration=400, loss=6.931428909301758, lr=[tensor(0.0003, device='cuda:0')], in 3.660s
2022-04-19 16:13:59 train.py[line:78] INFO train: epoch=2, iteration=420, loss=6.765962600708008, lr=[tensor(0.0003, device='cuda:0')], in 3.680s
2022-04-19 16:14:02 train.py[line:78] INFO train: epoch=2, iteration=440, loss=6.976133823394775, lr=[tensor(0.0003, device='cuda:0')], in 3.658s
2022-04-19 16:14:06 train.py[line:78] INFO train: epoch=2, iteration=460, loss=7.1645331382751465, lr=[tensor(0.0003, device='cuda:0')], in 3.657s
2022-04-19 16:14:10 train.py[line:78] INFO train: epoch=2, iteration=480, loss=6.938266277313232, lr=[tensor(0.0003, device='cuda:0')], in 3.657s
2022-04-19 16:14:13 train.py[line:78] INFO train: epoch=2, iteration=500, loss=6.674921035766602, lr=[tensor(0.0003, device='cuda:0')], in 3.684s
2022-04-19 16:14:17 train.py[line:78] INFO train: epoch=2, iteration=520, loss=6.674841403961182, lr=[tensor(0.0003, device='cuda:0')], in 3.655s
2022-04-19 16:14:21 train.py[line:78] INFO train: epoch=2, iteration=540, loss=6.7612385749816895, lr=[tensor(0.0003, device='cuda:0')], in 4.249s
2022-04-19 16:14:25 train.py[line:78] INFO train: epoch=2, iteration=560, loss=7.0124945640563965, lr=[tensor(0.0003, device='cuda:0')], in 3.659s
2022-04-19 16:14:29 train.py[line:78] INFO train: epoch=2, iteration=580, loss=6.84365177154541, lr=[tensor(0.0003, device='cuda:0')], in 3.738s
2022-04-19 16:14:32 train.py[line:78] INFO train: epoch=2, iteration=600, loss=6.694344997406006, lr=[tensor(0.0003, device='cuda:0')], in 3.884s
2022-04-19 16:14:33 train.py[line:86] INFO -------train exits, epoch=2-------
2022-04-19 16:14:51 train.py[line:78] INFO train: epoch=3, iteration=20, loss=6.891669273376465, lr=[tensor(0.0003, device='cuda:0')], in 18.370s
2022-04-19 16:14:55 train.py[line:78] INFO train: epoch=3, iteration=40, loss=7.1010212898254395, lr=[tensor(0.0003, device='cuda:0')], in 3.652s
2022-04-19 16:14:59 train.py[line:78] INFO train: epoch=3, iteration=60, loss=6.872351169586182, lr=[tensor(0.0003, device='cuda:0')], in 3.649s
2022-04-19 16:15:02 train.py[line:78] INFO train: epoch=3, iteration=80, loss=6.618636608123779, lr=[tensor(0.0003, device='cuda:0')], in 3.655s
2022-04-19 16:15:06 train.py[line:78] INFO train: epoch=3, iteration=100, loss=6.6048583984375, lr=[tensor(0.0003, device='cuda:0')], in 3.673s
2022-04-19 16:15:10 train.py[line:78] INFO train: epoch=3, iteration=120, loss=6.717534065246582, lr=[tensor(0.0003, device='cuda:0')], in 3.652s
2022-04-19 16:15:13 train.py[line:78] INFO train: epoch=3, iteration=140, loss=6.950509548187256, lr=[tensor(0.0004, device='cuda:0')], in 3.655s
2022-04-19 16:15:17 train.py[line:78] INFO train: epoch=3, iteration=160, loss=6.812437534332275, lr=[tensor(0.0004, device='cuda:0')], in 3.665s
2022-04-19 16:15:21 train.py[line:78] INFO train: epoch=3, iteration=180, loss=6.63824462890625, lr=[tensor(0.0004, device='cuda:0')], in 3.688s
2022-04-19 16:15:24 train.py[line:78] INFO train: epoch=3, iteration=200, loss=6.821776390075684, lr=[tensor(0.0004, device='cuda:0')], in 3.671s
2022-04-19 16:15:28 train.py[line:78] INFO train: epoch=3, iteration=220, loss=7.039548873901367, lr=[tensor(0.0004, device='cuda:0')], in 3.670s
2022-04-19 16:15:32 train.py[line:78] INFO train: epoch=3, iteration=240, loss=6.8171186447143555, lr=[tensor(0.0004, device='cuda:0')], in 3.670s
2022-04-19 16:15:35 train.py[line:78] INFO train: epoch=3, iteration=260, loss=6.529443264007568, lr=[tensor(0.0004, device='cuda:0')], in 3.693s
2022-04-19 16:15:40 train.py[line:78] INFO train: epoch=3, iteration=280, loss=6.528395175933838, lr=[tensor(0.0004, device='cuda:0')], in 4.322s
2022-04-19 16:15:44 train.py[line:78] INFO train: epoch=3, iteration=300, loss=6.620036602020264, lr=[tensor(0.0004, device='cuda:0')], in 3.737s
2022-04-19 16:15:47 train.py[line:78] INFO train: epoch=3, iteration=320, loss=6.890787124633789, lr=[tensor(0.0004, device='cuda:0')], in 3.673s
2022-04-19 16:15:51 train.py[line:78] INFO train: epoch=3, iteration=340, loss=6.731462478637695, lr=[tensor(0.0004, device='cuda:0')], in 3.929s
2022-04-19 16:15:55 train.py[line:78] INFO train: epoch=3, iteration=360, loss=6.575432300567627, lr=[tensor(0.0004, device='cuda:0')], in 4.061s
2022-04-19 16:15:59 train.py[line:78] INFO train: epoch=3, iteration=380, loss=6.825788974761963, lr=[tensor(0.0004, device='cuda:0')], in 3.670s
2022-04-19 16:16:03 train.py[line:78] INFO train: epoch=3, iteration=400, loss=6.994657039642334, lr=[tensor(0.0004, device='cuda:0')], in 3.685s
2022-04-19 16:16:06 train.py[line:78] INFO train: epoch=3, iteration=420, loss=6.770511150360107, lr=[tensor(0.0004, device='cuda:0')], in 3.727s
2022-04-19 16:16:10 train.py[line:78] INFO train: epoch=3, iteration=440, loss=6.442746162414551, lr=[tensor(0.0004, device='cuda:0')], in 3.686s
2022-04-19 16:16:14 train.py[line:78] INFO train: epoch=3, iteration=460, loss=6.4478373527526855, lr=[tensor(0.0004, device='cuda:0')], in 3.675s
2022-04-19 16:16:17 train.py[line:78] INFO train: epoch=3, iteration=480, loss=6.5620622634887695, lr=[tensor(0.0004, device='cuda:0')], in 3.780s
2022-04-19 16:16:21 train.py[line:78] INFO train: epoch=3, iteration=500, loss=6.8270769119262695, lr=[tensor(0.0004, device='cuda:0')], in 3.732s
2022-04-19 16:16:25 train.py[line:78] INFO train: epoch=3, iteration=520, loss=6.642088890075684, lr=[tensor(0.0004, device='cuda:0')], in 3.677s
2022-04-19 16:16:29 train.py[line:78] INFO train: epoch=3, iteration=540, loss=6.510880470275879, lr=[tensor(0.0004, device='cuda:0')], in 3.677s
2022-04-19 16:16:32 train.py[line:78] INFO train: epoch=3, iteration=560, loss=6.7249908447265625, lr=[tensor(0.0004, device='cuda:0')], in 3.701s
2022-04-19 16:16:36 train.py[line:78] INFO train: epoch=3, iteration=580, loss=6.938384532928467, lr=[tensor(0.0004, device='cuda:0')], in 3.695s
2022-04-19 16:16:40 train.py[line:78] INFO train: epoch=3, iteration=600, loss=6.706634998321533, lr=[tensor(0.0004, device='cuda:0')], in 3.666s
2022-04-19 16:16:40 train.py[line:86] INFO -------train exits, epoch=3-------
2022-04-19 16:16:40 train.py[line:299] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:16:58 train.py[line:78] INFO train: epoch=3, iteration=20, loss=6.369276523590088, lr=[tensor(0.0004, device='cuda:0')], in 17.327s
2022-04-19 16:17:01 train.py[line:78] INFO train: epoch=3, iteration=40, loss=6.364188194274902, lr=[tensor(0.0004, device='cuda:0')], in 3.658s
2022-04-19 16:17:05 train.py[line:78] INFO train: epoch=3, iteration=60, loss=6.513881683349609, lr=[tensor(0.0004, device='cuda:0')], in 3.653s
2022-04-19 16:17:09 train.py[line:78] INFO train: epoch=3, iteration=80, loss=6.776721954345703, lr=[tensor(0.0004, device='cuda:0')], in 3.671s
2022-04-19 16:17:13 train.py[line:78] INFO train: epoch=3, iteration=100, loss=6.575611114501953, lr=[tensor(0.0004, device='cuda:0')], in 4.228s
2022-04-19 16:17:17 train.py[line:78] INFO train: epoch=3, iteration=120, loss=6.419291973114014, lr=[tensor(0.0004, device='cuda:0')], in 3.670s
2022-04-19 16:17:20 train.py[line:78] INFO train: epoch=3, iteration=140, loss=6.673273086547852, lr=[tensor(0.0004, device='cuda:0')], in 3.718s
2022-04-19 16:17:24 train.py[line:78] INFO train: epoch=3, iteration=160, loss=6.874058723449707, lr=[tensor(0.0004, device='cuda:0')], in 3.679s
2022-04-19 16:17:28 train.py[line:78] INFO train: epoch=3, iteration=180, loss=6.6410136222839355, lr=[tensor(0.0004, device='cuda:0')], in 3.692s
2022-04-19 16:17:31 train.py[line:78] INFO train: epoch=3, iteration=200, loss=6.285199165344238, lr=[tensor(0.0004, device='cuda:0')], in 3.668s
2022-04-19 16:17:35 train.py[line:78] INFO train: epoch=3, iteration=220, loss=6.319147109985352, lr=[tensor(0.0004, device='cuda:0')], in 3.671s
2022-04-19 16:17:39 train.py[line:78] INFO train: epoch=3, iteration=240, loss=6.4340643882751465, lr=[tensor(0.0004, device='cuda:0')], in 4.055s
2022-04-19 16:17:43 train.py[line:78] INFO train: epoch=3, iteration=260, loss=6.725569725036621, lr=[tensor(0.0004, device='cuda:0')], in 3.698s
2022-04-19 16:17:46 train.py[line:78] INFO train: epoch=3, iteration=280, loss=6.49480676651001, lr=[tensor(0.0004, device='cuda:0')], in 3.689s
2022-04-19 16:17:50 train.py[line:78] INFO train: epoch=3, iteration=300, loss=6.334706783294678, lr=[tensor(0.0004, device='cuda:0')], in 3.965s
2022-04-19 16:17:54 train.py[line:78] INFO train: epoch=3, iteration=320, loss=6.597247123718262, lr=[tensor(0.0004, device='cuda:0')], in 3.830s
2022-04-19 16:17:58 train.py[line:78] INFO train: epoch=3, iteration=340, loss=6.81504487991333, lr=[tensor(0.0004, device='cuda:0')], in 3.703s
2022-04-19 16:18:02 train.py[line:78] INFO train: epoch=3, iteration=360, loss=6.581369876861572, lr=[tensor(0.0004, device='cuda:0')], in 3.678s
2022-04-19 16:18:06 train.py[line:78] INFO train: epoch=3, iteration=380, loss=6.210453033447266, lr=[tensor(0.0004, device='cuda:0')], in 4.081s
2022-04-19 16:18:09 train.py[line:78] INFO train: epoch=3, iteration=400, loss=6.2182841300964355, lr=[tensor(0.0004, device='cuda:0')], in 3.819s
2022-04-19 16:18:13 train.py[line:78] INFO train: epoch=3, iteration=420, loss=6.356761455535889, lr=[tensor(0.0004, device='cuda:0')], in 3.705s
